TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
SPLH-9P8Q6K,Yoko Sushi & Noodle House,16013 Fraser Hwy,Surrey,Restaurant,49.15736772,-122.77831415
MARO-B3LULE,Zaiqa Halal BBQ Restaurant,9450 120 St,Surrey,Restaurant,49.17459759,-122.88900451
SYOG-5M55QU,Zion Park Manor Food Service,5939 180 St,Surrey,Restaurant,49.11004416,-122.72400029
SPLH-9NEUHG,Zugba Flame Grilled Chicken,14351 104 Ave,Surrey,Restaurant,49.19172759,-122.82418348
HCAR-B8RUZG,Flying Cup Coffee & Dessert,10422 168 St,Surrey,Restaurant,49.19205936,-122.75625586
A018553    ,Fong's Eatery,12308 Beecher St,Surrey,Restaurant,49.05281221,-122.88084142
GEDS-65SNSU,Fortune Wok (Surrey),1711 152 St,Surrey,Restaurant,49.0331143,-122.80166897
NDAA-948T7W,Four Seasons,14351 104 Ave,Surrey,Restaurant,49.19172759,-122.82418348
SYOG-5M553H,Frank Hurt Secondary School Cafeteria,13940 77 Ave,Surrey,Restaurant,49.14255953,-122.8359111
GEDS-6R5QMX,Fraser Glen Pizza,16814 104 Ave,Surrey,Restaurant,49.19147317,-122.75604935
A019745    ,Fraser Heights Secondary School Cafeteria,16060 108 Ave,Surrey,Restaurant,49.19859857,-122.7769301
HCAR-ASGSZD,Fraser Region Aboriginal Friendship Centre,10095 Whalley Blvd,Surrey,Restaurant,49.18594714,-122.84348115
HCAR-ATYPHV,Fraserview Meats,7218 King George Blvd,Surrey,Restaurant,49.1343323,-122.84521322
NDAA-A9KQFU,Fraserview Meats,12837 88 Ave,Surrey,Restaurant,49.16276072,-122.86718741
SHEN-A76R64,Fraserview Meats,6377 168 St,Surrey,Restaurant,49.11810961,-122.75689697
JRON-6M3P9A,Fraserway Meat,12047 80 Ave,Surrey,Restaurant,49.14874447,-122.88873055
GEDS-7J4MNB,Freedom Place,10342 148 St,Surrey,Restaurant,49.19019935,-122.8116967
A016716    ,Fresgo Inn,10102 King George Blvd,Surrey,Restaurant,49.18621766,-122.8450997
GEDS-6UPMUE,Fresh Hair Concepts,15252 32 Ave,Surrey,Restaurant,49.06101028,-122.79846961
HCAR-AW72DJ,Fresh Street Market - Deli,15930 Fraser Hwy,Surrey,Restaurant,49.15706506,-122.78187991
NDAA-9BNNTT,Freshii,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
HCAR-ATMPPQ,Freshii (24th Ave),16030 24 Ave,Surrey,Restaurant,49.04521951,-122.77797867
HCAR-BD8TDN,Freshii (Cloverdale Mall Surrey),6476 176 St,Surrey,Restaurant,49.12001039,-122.73457578
HCAR-AZXTPE,Freshii (Fleetwood),15940 Fraser Hwy,Surrey,Restaurant,49.15704507,-122.78096494
HCAR-B8Y2BQ,Freshii - Panorama,5717 152 St,Surrey,Restaurant,49.10654594,-122.80143853
SHEN-BDJU3G,Freshii CC2,9639 137A St,Surrey,Restaurant,49.17801645,-122.84231773
HCAR-B7MP49,Freshlo Pizza,3268 King George Blvd,Surrey,Restaurant,49.06108806,-122.81205645
NDAA-8Z8PDS,Freshslice,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
JDSO-AC4SZY,Freshslice Pizza,10777 University Dr,Surrey,Restaurant,49.19836169,-122.85109663
SPLH-AS8TEH,Freshslice Pizza (104th Ave),14357 104 Ave,Surrey,Restaurant,49.19172924,-122.82377185
SPLH-9CWVB6,Freshslice Pizza (152nd St Surrey),10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
MARO-AZFTJ5,Freshslice Pizza (152nd St),1711 152 St,Surrey,Restaurant,49.0331143,-122.80166897
GEDS-7RLVLS,Freshslice Pizza (Surrey),10252 City Pky,Surrey,Restaurant,49.18909542,-122.8473918
SWOD-AHGU84,Freshslice Pizza - Park Place,9908 King George Hwy,Surrey,Restaurant,49.18334718,-122.84499471
SDFO-8MYUSB,FUEL Catering,2570 King George Blvd,Surrey,Restaurant,49.04892267,-122.79710817
NDAA-9EBQJ6,Full Ramen Japanese Cuisine,15925 Fraser Hwy,Surrey,Restaurant,49.15861277,-122.78131429
JDSO-ADJN3Q,Funplex,12070 88 Ave,Surrey,Restaurant,49.16306615,-122.88829781
NDAA-9NYPDW,Gabrielle Roy School Kitchen,6887 132 St,Surrey,Restaurant,49.1283888,-122.85690908
GEDS-7VCPN5,Galina's Cafe,13531 102 Ave,Surrey,Restaurant,49.18801137,-122.84707381
SHEN-AP5QTE,Galini Greek Kouzina & Grill,19475 Fraser Hwy,Surrey,Restaurant,49.11542665,-122.68277875
GEDS-6PNPVF,Garcha Bros Meat Shop,8166 128 St,Surrey,Restaurant,49.15130553,-122.86739367
DMIL-9PBSFT,Garcha Bros Meat Shop,13767 72 Ave,Surrey,Restaurant,49.13376303,-122.83986765
GEDS-7RSNY3,Garcha Bros Meat Shop (68th Ave),15299 68 Ave,Surrey,Restaurant,49.12656472,-122.79923406
JDSO-AD4RB8,Garcha Bros Meat Store,15299 68 Ave,Surrey,Restaurant,49.12656472,-122.79923406
PNEL-8PJRAV,Garry's Rasoi,12788 76A Ave,Surrey,Restaurant,49.14218908,-122.86855856
SDFO-8LBUNQ,Gateway Java,13401 108 Ave,Surrey,Restaurant,49.1990937,-122.85025486
SHEN-AZ7P7E,Gateway Pizza & Curry House,9183 148 St,Surrey,Restaurant,49.16994156,-122.81249958
GEDS-6NKUWV,Gateway Pizza (Newton),12877 76 Ave,Surrey,Restaurant,49.1411849,-122.86594124
SPLH-9P8V42,GB Foods & Sherlocks Imports,13369 72 Ave,Surrey,Restaurant,49.1338361,-122.85309911
HCAR-AU2VFF,Glenwood Pizza & Curry House,16793 60 Ave,Surrey,Restaurant,49.111677040000004,-122.75748196
SPLH-9KKRYF,GNJ Vegetarian Bistro,7310 120 St,Surrey,Restaurant,49.1357896,-122.89000833
ACAK-9BEQ5F,Go Bananas/Funky Monkey Playcenter (Surrey),13853 104 Ave,Surrey,Restaurant,49.1917049,-122.83806316
SWOD-9YXM77,Go Grill,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
HCAR-AWER52,Golden Chongqing House,10537 King George Blvd,Surrey,Restaurant,49.19396554,-122.84560273
GEDS-7D3TRN,Golden Lion Restaurant,2377 King George Blvd,Surrey,Restaurant,49.04495018,-122.79332955
JDSO-AE2MNU,Golden Medal Restaurant,5619 176A St,Surrey,Restaurant,49.10463552,-122.73383079
PNEL-8R4MZJ,Golden Panda Restaurant,6355 152 St,Surrey,Restaurant,49.11819888,-122.8013965
SHEN-9PATK5,Golden Samosa Bakery,12025 Nordel Way,Surrey,Restaurant,49.16237241,-122.8888952
SPLH-9P2SK9,Golden Sweets & Restaurant,6377 168 St,Surrey,Restaurant,49.11810961,-122.75689697
SHEN-B55PW9,Goru Goru,15930 Fraser Hwy,Surrey,Restaurant,49.15706506,-122.78187991
HCAR-BD2UPV,Goto Moto & Huong Que Restaurant,10673 King George Blvd,Surrey,Restaurant,49.19673595,-122.84570931
A014243    ,Gracepoint Community Church,3487 King George Blvd,Surrey,Restaurant,49.06520259,-122.8184368
A019423    ,Grand Taj Banquet Centre,8388 128 St,Surrey,Restaurant,49.15488649,-122.86770069
MARO-B3LPN4,Grandt Kitchen,10257 King George Blvd,Surrey,Restaurant,49.18923985,-122.845753
A020392    ,Grassroots Cafe,12666 72 Ave,Surrey,Restaurant,49.13362169,-122.87132535
SHEN-9ZKSGP,Great Pizza,15988 Fraser Hwy,Surrey,Restaurant,49.15724844,-122.77953862
GEDS-5ZZQLL,Great Pizza 2 For 1,12578 72 Ave,Surrey,Restaurant,49.13327245,-122.87415958
SYOG-5M57T4,Greco's Specialty Foods Ltd,6886 King George Blvd,Surrey,Restaurant,49.1277599,-122.84515955
MARO-AZETTW,Greek Island Pizza,14657 108 Ave,Surrey,Restaurant,49.1989141,-122.81608593
HCAR-BD5TQ5,Greek Islands Restaurant,9547 152 St,Surrey,Restaurant,49.17590414,-122.80128332
SWOD-AG5UGV,"Green Indian Cuisine, Pizza & Sweets",12565 88 Ave,Surrey,Restaurant,49.16401631,-122.87478148
GEDS-65VQV3,Green Lettuce Restaurant,6350 120 St,Surrey,Restaurant,49.11815677,-122.8900634
NDAA-92XPX8,Green Timbers Market (RCMP),14200 Green Timbers Way,Surrey,Restaurant,49.17966902,-122.82991451
A018895    ,Green Timbers Pub,9167 148 St,Surrey,Restaurant,49.16961161,-122.81249576
A013869    ,Growing Together Day Care - Food Service,10707 146 St,Surrey,Restaurant,49.19694731,-122.81782452
GEDS-65VSG5,Guildford Family Place,10310 154 St,Surrey,Restaurant,49.18936699,-122.79504406
SYOG-5M59T6,Guildford Gardens Daycare,14921 107A Ave,Surrey,Restaurant,49.19832797,-122.80868125
A018362    ,Guildford Golf & Country Club Concession,7929 152 St,Surrey,Restaurant,49.14458309,-122.80138504
A018363    ,Guildford Golf & Country Club Lounge,7929 152 St,Surrey,Restaurant,49.14458309,-122.80138504
A018364    ,Guildford Golf & Country Club Restaurant,7929 152 St,Surrey,Restaurant,49.14458309,-122.80138504
A016534    ,Guildford Park Secondary School Cafeteria,10707 146 St,Surrey,Restaurant,49.19694731,-122.81782452
ACAK-8XGSTR,Guildford Pizza & Pasta,10790 148 St,Surrey,Restaurant,49.1981435,-122.81225609
SYOG-5M563K,Guildford Pizza & Restaurant,10727 135A St,Surrey,Restaurant,49.19753024,-122.84725955
SWOD-AKBUJF,Guildford Seniors Village Food Service,14568 104A Ave,Surrey,Restaurant,49.19257834,-122.81834538
A016834    ,Guildford Station Pub,10176 154 St,Surrey,Restaurant,49.18758872,-122.79506442
GEDS-6J6MB7,Guildford Sushi House,10330 152 St,Surrey,Restaurant,49.19027016,-122.80009284
SHEN-AJDP5A,Gulberg Catering & Production Centre,8322 130 St,Surrey,Restaurant,49.15374911,-122.86203637
SHEN-9TNMS5,Gulberg Mediterranean & Persian Grill,12578 72 Ave,Surrey,Restaurant,49.13327245,-122.87415958
GEDS-6D8TJW,Gulberg Tandoor & Donair,12578 72 Ave,Surrey,Restaurant,49.13327245,-122.87415958
GEDS-6AAPTZ,Gurdwara Amrit Prakash Sikh Temple,7990 123A St,Surrey,Restaurant,49.14785795,-122.88029748
GEDS-76HV2F,Gurdwara Dukh Nivaran Sahib Society,15255 68 Ave,Surrey,Restaurant,49.12656348,-122.79989961
GEDS-85ZT62,Gurdwara Sahib Brookside Temple,8365 140 St,Surrey,Restaurant,49.15472947,-122.83497059
A013876    ,Gurdwara Sahib Dasmesh Darbar,12885 85 Ave,Surrey,Restaurant,49.15780659,-122.86528314
PGOO-63CUDS,Guru Lucky Snacks & Sweets,7660 134 St,Surrey,Restaurant,49.14197248,-122.8509582
GEDS-65VTRU,Guru Nanak Sikh Gurdwara Temple,7050 120 St,Surrey,Restaurant,49.13132323,-122.88998576
GEDS-73JSZZ,H Anmol Sweet & Restaurant,8363 128 St,Surrey,Restaurant,49.15466529,-122.86936002
SHEN-AP8PBW,H-Mart Hot Food,19555 Fraser Hwy,Surrey,Restaurant,49.11473773,-122.68111686
HCAR-B6KMSN,Halifax Essentials Donair - Shannon Hall,6050A 176 St,Surrey,Restaurant,49.11225879,-122.73472819
GEDS-69F2AU,Hanako Japanese Restaurant,15135 101 Ave,Surrey,Restaurant,49.18630015,-122.80270224
NDAA-9S2VV2,Hanaya Japanese Restaurant,2828 152 St,Surrey,Restaurant,49.05326246,-122.80090544
HCAR-BCUPMH,Hangry Health Bar,15380 102A Ave,Surrey,Restaurant,49.18859323,-122.79625235
A020358    ,Hannam Supermarket (Deli),15357 104 Ave,Surrey,Restaurant,49.19170326,-122.7966521
MARO-B8MS4M,Hannam Supermarket Restaurant,15357 104 Ave,Surrey,Restaurant,49.19170326,-122.7966521
SWOD-AF3Q48,Hansel Deli,5804 176 St,Surrey,Restaurant,49.10792392,-122.73477258
A018866    ,Happy Farm Group Centre for Children Food Service,9458 134 St,Surrey,Restaurant,49.1745729,-122.8511954
GEDS-797Q8J,Happy Jacks Cafe,10470 152 St,Surrey,Restaurant,49.19270855,-122.8005444
NDAA-ALUNEN,HappyCakes CupCakes & More,18640 Fraser Hwy,Surrey,Restaurant,49.12546293,-122.70609458
HCAR-B7YP88,Harbin Food,1647 140 St,Surrey,Restaurant,49.03210737,-122.83457799
SHEN-BCSVDK,Haru Japanese Restaurant,19390 68 Ave,Surrey,Restaurant,49.12623835,-122.68582352
SPLH-ASHT5Z,Haryana Sweets & Catering Service,12448 82 Ave,Surrey,Restaurant,49.15185171,-122.87780713
NDAA-9H7NFY,Hawthorne Beer Market & Bistro,5633 176 St,Surrey,Restaurant,49.10484451,-122.73519859
A018954    ,Hazelmere Golf & Tennis Club Lounge/Kitchen,18150 8 Ave,Surrey,Restaurant,49.01621711,-122.71914816
A018910    ,Hazelmere Golf & Tennis Club Main Dining Room,18150 8 Ave,Surrey,Restaurant,49.01621711,-122.71914816
A018953    ,Hazelmere Golf & Tennis Club Snack Bar,18150 8 Ave,Surrey,Restaurant,49.01621711,-122.71914816
A018992    ,Hazelmere Lodge Food Service,19475 16 Ave,Surrey,Restaurant,49.0312795,-122.68346549
ACAK-8VHRZ5,Healthy Monkey Cafe,2970 King George Blvd,Surrey,Restaurant,49.05621632,-122.80586112
A018926    ,Helping Hands Children's Centre Food Service,9012 160 St,Surrey,Restaurant,49.16698471,-122.77852686
GEDS-7R4TU5,Hi Japanese Sushi,3388 Rosemary Heights Cres,Surrey,Restaurant,49.06333416,-122.79817335
A018906    ,Hillside Lodge Food Service,10592 125B St,Surrey,Restaurant,49.19553336,-122.87370932
GEDS-7ELT6P,Hilton Villa Care Centre Partnership,13525 Hilton Rd,Surrey,Restaurant,49.20227873,-122.84704828
GEDS-6SAQMH,Holiday Inn Express Surrey - Breakfast Area,15808 104 Ave,Surrey,Restaurant,49.19136246,-122.78338023
GEDS-775L8C,Holy Cross Regional Secondary School,16193 88 Ave,Surrey,Restaurant,49.16295131,-122.77380247
SHEN-AMWR8K,Holy Taco,15951 Fraser Hwy,Surrey,Restaurant,49.15815596,-122.78024868
HCAR-AZYNBW,Home Slice Pizza,7170 188 St,Surrey,Restaurant,49.1329244,-122.70134801
GEDS-6LD2F9,Honeybee Centre - Kitchen,7480 176 St,Surrey,Restaurant,49.13885443,-122.73415347
HCAR-BCZURV,Hook and Ladder Bar & Grill,8593 132 St,Surrey,Restaurant,49.15844548,-122.85743747
SDFO-8FEUYM,Hooked Fish Bar,12157 Beecher St,Surrey,Restaurant,49.05231219,-122.88477517
HCAR-AU9V4X,Hot Millions Pizza & Cafe,9200 120 St,Surrey,Restaurant,49.17059222,-122.89001584
SHEN-AGKN4N,Hot Pan Pizza,13634 104 Ave,Surrey,Restaurant,49.19144332,-122.84429518
MARO-AZHTMX,Hugo's Mexican Kitchen,19181 Fraser Hwy,Surrey,Restaurant,49.11938014,-122.69120607
HCAR-ASV26J,Huyen Coffee Shop,13551 105A Ave,Surrey,Restaurant,49.194609,-122.84665973
GEDS-5SQS5N,Hyland House Food Service,6595 King George Blvd,Surrey,Restaurant,49.12268571,-122.84592441
ACAK-8XKTKS,IHOP #309,2429 152 St,Surrey,Restaurant,49.04616705,-122.80150814
A018356    ,IHOP #312,8170 120 St,Surrey,Restaurant,49.15202276,-122.89007358
HCAR-B7YVBD,Ike Sushi,19188 72 Ave,Surrey,Restaurant,49.13346587,-122.69157627
SHEN-ABJTGL,Il Uk Jo Restaurant Ltd.,15188 Fraser Hwy,Surrey,Restaurant,49.16616158,-122.80203392
PNEL-8R2TQT,Imitating Christ Training Centre,12969 Crescent Rd,Surrey,Restaurant,49.05502583,-122.86314223
HCAR-B2MR8U,Imperial Garden Chinese Cuisine,1625 152 St,Surrey,Restaurant,49.03240001,-122.80169142
GEDS-6SYPL6,Imperial Place Residences,13853 102 Ave,Surrey,Restaurant,49.18792654,-122.83832864
SHEN-B32QAM,Indian Haveli Restaurant Ltd,7488 King George Blvd,Surrey,Restaurant,49.13853724,-122.84525515
SYOG-5M598H,Irmandade Portuguesa Do Santo Cultural Society,12918 112 Ave,Surrey,Restaurant,49.20610809,-122.86432312
SHEN-AU2Q9Y,Islands Cafe,16041 24 Ave,Surrey,Restaurant,49.04630357,-122.77770572
GEDS-6TKTH5,Izumo Sushi Japanese Restaurant,13631 100 Ave,Surrey,Restaurant,49.18443697,-122.84428516
NDAA-9BXM68,Jack's Public House,9082 152 St,Surrey,Restaurant,49.16791232,-122.80097882
A018937    ,Jade Valley Restaurant,10090 152 St,Surrey,Restaurant,49.18575463,-122.80058146
SHEN-9YPTKH,Jaipur Indian Cuisine,8840 120 St,Surrey,Restaurant,49.16398489,-122.89007129
SHEN-9Z3L58,Java Hut Cafe,7728 128 St,Surrey,Restaurant,49.1427663,-122.86766933
SDFO-8GDM7A,Jerusalem Grill,15933 Fraser Hwy,Surrey,Restaurant,49.15909621,-122.78079001
HCAR-B7MRKA,Jin Soo Sung Chan Korean Restaurant,10312 152A St,Surrey,Restaurant,49.18971779,-122.79925035
NDAA-BBLPD6,JJ Cafe,5737 176 St,Surrey,Restaurant,49.1066014,-122.73518997
SYOG-5M58ZM,Johnston Heights Church,9612 152 St,Surrey,Restaurant,49.17741513,-122.80074176
SYOG-5M57NR,Johnston Heights Secondary School Cafeteria,15350 99 Ave,Surrey,Restaurant,49.18238896,-122.79671856
GEDS-6CFT6B,Jolly Mac's,14815 108 Ave,Surrey,Restaurant,49.19943838,-122.81214122
GEDS-7UULCR,Jon's Newtrition Kitchen,8145 130 St,Surrey,Restaurant,49.15057874,-122.86253435
SHEN-AZEVE8,Joyful Indulgence Cafe,15222 32 Ave,Surrey,Restaurant,49.06141561,-122.80018183
SWOD-9YMUZR,Jugo Juice (Grandview Corners),2443 161A St,Surrey,Restaurant,49.0469929,-122.77530006
HCAR-B6PRJZ,Jugo Juice (Guildford),10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
GEDS-84XT8W,Jumbo Pizza (Surrey),5780 176A St,Surrey,Restaurant,49.10748286,-122.73348836
SHEN-ACXME6,Junior Scholars Educational Childcare,5728 142 St,Surrey,Restaurant,49.1069376,-122.82856869
SWOD-APSPEM,Just Cakes Bakeshop,7548 120 St,Surrey,Restaurant,49.13980911,-122.89000345
SPLH-98MP89,K Pop Karaoke Restaurant,14914 104 Ave,Surrey,Restaurant,49.19133785,-122.80834707
SPLH-9P8T6J,Kababji Grill,15775 Croydon Dr,Surrey,Restaurant,49.04768716,-122.78492695
SHEN-AP5PB8,Kaffina Coffee,2950 King George Blvd,Surrey,Restaurant,49.0556839,-122.80555767
SHEN-ABMQBQ,Kairali Village Restaurant,12414 82 Ave,Surrey,Restaurant,49.15186633,-122.8785309
NDAA-9GVU9Z,Kalamaki Greek Grill,2711 192 St,Surrey,Restaurant,49.05150946,-122.6918208
SWOD-APPNNE,Kalmar Restaurant,8076 King George Blvd,Surrey,Restaurant,49.14970607,-122.84537937
A019244    ,Kam Wah Restaurant,9340 120 St,Surrey,Restaurant,49.17281582,-122.88992123
GEDS-6MNMCW,Kamal Sweets & Tandoori Hut,6977 128 St,Surrey,Restaurant,49.12968509,-122.86806435
GEDS-7SDLR2,Kami Japanese Restaurant,2215 160 St,Surrey,Restaurant,49.0420561,-122.77977157
NDAA-95HQ6Q,Kami Strawberry Hill Japanese Restaurant,12101 72 Ave,Surrey,Restaurant,49.13501849,-122.8876389
GEDS-69PR95,Keg Steakhouse & Bar #131,15180 32 Ave,Surrey,Restaurant,49.06140173,-122.80214642
GEDS-6VJPCQ,Keg Steakhouse & Bar (Scott Rd),7948 120 St,Surrey,Restaurant,49.14744796,-122.89006865
SHEN-A7WQC8,Kelly's Pub,7218 King George Blvd,Surrey,Restaurant,49.1343323,-122.84521322
PGOO-69BTQX,Ken's Cafe,5695 176 St,Surrey,Restaurant,49.10577127,-122.7352032
SDFO-8MCPDC,Ken's Tea House,10692 135A St,Surrey,Restaurant,49.19701092,-122.84669357
SHEN-ATTV6D,Kerala Kitchen,9386 120 St,Surrey,Restaurant,49.17370646,-122.88991729
NDAA-9NKTFG,Kernels,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
NDAA-9BGPR8,KFC #017-001,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
GEDS-6HKV3L,KFC #018-004,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
ACAK-8T9PGA,KFC #1818/Taco Bell,9056 152 St,Surrey,Restaurant,49.16739931,-122.8009639
ACAK-8T9NSX,KFC #1820/Taco Bell,13577 73rd Ave,Surrey,Restaurant,49.13524174,-122.84601841
SDFO-8HEPAH,KFC #1838,12121 72 Ave,Surrey,Restaurant,49.13426465,-122.88752283
SHEN-APFQLS,Khalsa Rasoyee and Sweets,16055 Fraser Hwy,Surrey,Restaurant,49.1569391,-122.77710268
GEDS-66Z2DP,Khalsa School Cafeteria,6933 124 St,Surrey,Restaurant,49.12960441,-122.87927581
NDAA-9PPQAD,Khalsa Secondary School (High School),10677 124 St,Surrey,Restaurant,49.19613704,-122.87891244
A020053    ,Kid's Play Daycare Centre Food Service,12819 Old Yale Rd,Surrey,Restaurant,49.19765626,-122.86695902
SWOD-AEVR4M,Kids & Company (King George),9900 King George Blvd,Surrey,Restaurant,49.18235922,-122.84490698
SWOD-A83PU8,Kids & Company (Surrey Professional),13737 96 Ave,Surrey,Restaurant,49.17720977,-122.84275097
NDAA-A9PNQA,Kids & Company Morgan Crossing South Surrey,15715 Croydon Dr,Surrey,Restaurant,49.04822684,-122.78711568
KSMH-AQNNLT,Kids Play Cafe & Cafe Artistico,14885 60 Ave,Surrey,Restaurant,49.11196946,-122.8099226
GEDS-7K9VBQ,Kiki's Kitchen,7392 138 St,Surrey,Restaurant,49.13707808,-122.83840545
PGOO-662TRV,Kiki's Restaurant,1959 152 St,Surrey,Restaurant,49.03727504,-122.80146689
GEDS-65FPRC,Kim Hoang Restaurant,10330 152 St,Surrey,Restaurant,49.19027016,-122.80009284
SHEN-AZMNFV,Kim's Deli,13740 104 Ave,Surrey,Restaurant,49.19140638,-122.84138077
GEDS-7A3RL8,Kimbelee Place,12935 96 Ave,Surrey,Restaurant,49.17733839,-122.86410244
A019679    ,Kimchi Palace Restaurant,6019 196 St,Surrey,Restaurant,49.11155799,-122.6802683
SPLH-AEPLC8,Kin Thai Kitchen & Bar,2443 161A St,Surrey,Restaurant,49.0469929,-122.77530006
HCAR-B9MQS9,King Do Restaurant,13922 104 Ave,Surrey,Restaurant,49.19134235,-122.83651183
SHEN-9PHPWJ,King George Pizza,7093 King George Blvd,Surrey,Restaurant,49.13100319,-122.84598983
SHEN-A2FL98,King Tut's Donair and Pizza,5691 177B St,Surrey,Restaurant,49.10579854,-122.73053374
PNEL-8RYR39,Kinsmen Lodge,9650 137A St,Surrey,Restaurant,49.17773169,-122.8417974
SHEN-9PXNWT,Knight & Day,9677 King George Blvd,Surrey,Restaurant,49.17836605,-122.84605968
SWOD-AHS22K,Koco Espresso,13585 16 Ave,Surrey,Restaurant,49.03142466,-122.8462418
HCAR-B6HRXN,Koh Noor Fast Catering,12889 84 Ave,Surrey,Restaurant,49.15556846,-122.86572959
NDAA-BCKQA9,Krishna's Dosa Palace,7500 120 St,Surrey,Restaurant,49.13913715,-122.8900684
GEDS-75NVFM,Krishnas Dosa Grill,8910 120 St,Surrey,Restaurant,49.16515223,-122.89006953
SPLH-9SZQG4,KSP Shahi Catering & Sweets,12815 85 Ave,Surrey,Restaurant,49.15759827,-122.86744072
JDSO-ACGNVG,Kubyertos Lechon House,8140 120 St,Surrey,Restaurant,49.15114002,-122.89006646
NDAA-9BHTGZ,Kung Pao Wok,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
HCAR-BCSP3M,KW Gardens Chinese Restaurant,2338 King George Blvd,Surrey,Restaurant,49.04476621,-122.79211858
NDAA-9B3QS3,Kwan Kee Noodle House,15277 100 Ave,Surrey,Restaurant,49.1844401,-122.79879019
A020029    ,Kwantlen Park Secondary School Cafeteria,10441 132 St,Surrey,Restaurant,49.19222044,-122.85667971
SDFO-8KMTQB,Kwantlen Pizza Sweets & Snacks,15122 72 Ave,Surrey,Restaurant,49.13351251,-122.8026091
SHEN-9PHLGV,Kwantlen Pizza Sweets & Snacks,12578 72 Ave,Surrey,Restaurant,49.13327245,-122.87415958
MARO-B25NSM,Kyoto Sushi Japanese Restaurant,13651 72 Ave,Surrey,Restaurant,49.13373649,-122.84401015
MARO-B3ER9D,L'Aromas Coffee / Malone's,12901 16 Ave,Surrey,Restaurant,49.03150214,-122.86510087
A020119    ,La Charcuterie Deli,19080 96 Ave,Surrey,Restaurant,49.1768378,-122.69441522
SWOD-A58Q7W,La Conquistadora de Pablo,10511 King George Blvd,Surrey,Restaurant,49.19366523,-122.84560459
KSMH-ASUUGL,La D'Amico Pizza,13916 Grosvenor Rd,Surrey,Restaurant,49.20368515,-122.83634833
A016961    ,LA Matheson Secondary School,9484 122 St,Surrey,Restaurant,49.17529188,-122.88439706
PNEL-8RHMJZ,La Tandoori Pick & Go Restaurant,7743 128 St,Surrey,Restaurant,49.14346097,-122.86817479
JDSO-ACMMJJ,La Van Tea,1688 152 St,Surrey,Restaurant,49.03243524,-122.80089314
SWOD-9Y2MB7,Lahori Sweets & Restaurant,12877 80 Ave,Surrey,Restaurant,49.14842952,-122.86514353
PGOO-665TGZ,Lakwon Rice Bakery,12520 Old Yale Rd,Surrey,Restaurant,49.19705281,-122.87538776
SPLH-9KHPNC,Landmark Cinemas 12 Guildford Surrey - Concession,15051 101 Ave,Surrey,Restaurant,49.18627117,-122.80501922
SPLH-9KHS7E,Landmark Cinemas 12 Guildford Surrey - Pizza Pizza,15051 101 Ave,Surrey,Restaurant,49.18627117,-122.80501922
SHEN-A7LPGD,Lark Care (Laurel) Operations Ltd.,9688 137A St,Surrey,Restaurant,49.17842207,-122.84178025
SDFO-8DFUST,Launching Pad,984 160 St,Surrey,Restaurant,49.0199688,-122.77899078
SPLH-ARLUG4,Lazeez Pizza,9014 152 St,Surrey,Restaurant,49.16697429,-122.79924081
SHEN-BCSQS2,Le Jardin Restaurant,1677 128 St,Surrey,Restaurant,49.03285473,-122.86779417
JDSO-AD3QH2,Leaf Tea,1618 152 St,Surrey,Restaurant,49.03148525,-122.80089676
SPLH-9P2P7K,Lee Gar Nei K-Food,15280 101 Ave,Surrey,Restaurant,49.18597274,-122.79860311
MARO-B39VCZ,Lee Garden Seafood Restaurant,8080 120 St,Surrey,Restaurant,49.15013643,-122.89001353
SWOD-AHZUMF,Lee Yuen Seafood Restaurant,14755 104 Ave,Surrey,Restaurant,49.19166808,-122.8136896
SHEN-B7BNSR,Lee Yuen Seafood Restaurant,1812 152 St,Surrey,Restaurant,49.03508252,-122.80086843
NDAA-9YQU3K,Lee's Express Chinese Food,9181 148 St,Surrey,Restaurant,49.16969397,-122.81243131
HCAR-B8BV64,Lele Cafe,15300 105 Ave,Surrey,Restaurant,49.19317507,-122.79771794
HCAR-B6VVCN,Liberty Kitchen Grandview,16010 24 Ave,Surrey,Restaurant,49.04523092,-122.77856759
GEDS-65GNXR,Lighthouse Fish & Chips,9631 128 St,Surrey,Restaurant,49.17753881,-122.86809344
SPLH-AAATM9,Lighthouse Fresh & Tasty (88th Ave Surrey),12499 88 Ave,Surrey,Restaurant,49.16335778,-122.8766604
GEDS-7UUR33,Lighthouse Fresh and Tasty,8050 King George Blvd,Surrey,Restaurant,49.14889075,-122.84525499
GEDS-6BEQ5E,Little Caesars Pizza #456-003,7135 138 St,Surrey,Restaurant,49.13246636,-122.83915946
A014053    ,Little Caesars Pizza #456-004,12830 96 Ave,Surrey,Restaurant,49.17696905,-122.86709444
